id,weight
7391,16.24238590587904
7392,67.81114062093569
7393,27.18548187028393
7394,54.880682098316214
7395,25.081815164023705
7396,46.04125284017484
7397,0.0
7398,59.7291782147399
7399,54.34728274746543
7400,46.04125284017356
7401,43.4716741421695
7402,20.568729480291353
7403,44.445399363225675
7404,23.006543713102893
7405,45.56910134459915
7406,0.0
7407,28.163275498200516
7408,39.764887480562535
7409,45.56910134459899
7410,56.004384079690425
7411,25.08181516402327
7412,75.36796827889262
7413,56.004384079690425
7414,51.4912983959585
7415,50.367596414584995
7416,28.163275498200605
7417,0.0
7418,43.47167414216941
7419,38.06109047558054
7420,208.45102587875024
7421,50.367596414584995
7422,105.97001883940057
7423,84.14614968175965
7424,29.282909072713487
7425,29.930311280444666
7426,242.7629784967756
7427,56.004384079690425
7428,42.75083535304403
7429,52.648650330423926
7430,75.36796827889262
7431,20.568729480291392
7432,54.34728274746606
7433,33.441826448194305
7434,23.424713831798947
7435,46.04125284017316
7436,16.242385905879523
7437,16.242385905879523
7438,0.0
7439,39.718191807804914
7440,23.424713831798947
7441,23.424713831798947
7442,27.185481870283933
7443,85.80325101398401
7444,58.727607698756
7445,23.424713831798947
7446,39.76488748056252
7447,29.3083558449648
7448,73.27054107646305
7449,23.424713831798947
7450,54.34728274746606
7451,58.727607698756
7452,28.92874076446241
7453,84.14614968175965
7454,6.344570928499635
7455,23.00654371310289
7456,28.92874076446241
7457,0.0
7458,52.8054106473965
7459,62.327445112058655
7460,43.47167414216941
7461,0.0
7462,23.00654371310289
7463,42.75083535304403
7464,23.424713831798947
7465,52.648650330423926
7466,31.784725115969934
7467,56.004384079690425
7468,255.69343701939485
7469,54.88068209831693
7470,31.4048761963915
7471,29.930311280444666
7472,68.50735961760533
7473,35.85250833180415
7474,81.29016533025212
7475,29.3083558449648
7476,61.58359205026356
7477,52.8054106473965
7478,26.089891764529366
7479,16.242385905879523
7480,20.909116510673353
7481,219.28717259485026
7482,52.8054106473965
7483,43.47167414216941
7484,31.4048761963915
7485,45.56910134459899
7486,52.648650330423926
7487,42.75083535304403
7488,56.004384079690425
7489,23.424713831798947
7490,38.70849268331169
7491,20.568729480291392
7492,61.20374313068513
7493,43.47167414216941
7494,285.4923039536883
7495,46.68865504790432
7496,42.75083535304403
7497,63.24069338248794
7498,28.163275498200605
7499,85.80325101398401
7500,43.47167414216941
7501,219.28717259485026
7502,92.12631204635228
7503,56.004384079690425
7504,52.8054106473965
7505,31.784725115969934
7506,23.00654371310289
7507,40.36559401553605
7508,29.930311280444666
7509,42.75083535304403
7510,73.27054107646305
7511,219.28717259485026
7512,219.28717259485026
7513,50.707983444966956
7514,81.29016533025212
7515,28.163275498200605
7516,70.16446094982967
7517,75.36796827889262
7518,36.1434378627932
7519,0.02150989613137222
7520,27.185481870283933
7521,68.50735961760533
7522,29.930311280444666
7523,33.441826448194305
7524,0.0
7525,0.0
7526,59.729178214738255
7527,46.04125284017316
7528,61.58359205026356
7529,81.29016533025212
7530,23.00654371310289
7531,5.4062391897794
7532,23.424713831798947
7533,83.09491947244872
7534,29.930311280444666
7535,84.14614968175965
7536,84.14614968175965
7537,67.81114062093597
7538,84.14614968175965
7539,20.568729480291392
7540,8.262223541286932
7541,26.089891764529366
7542,52.8054106473965
7543,31.784725115969934
7544,25.08181516402327
7545,50.707983444966956
7546,42.75083535304403
7547,38.06109047558054
7548,52.8054106473965
7549,29.930311280444666
7550,85.80325101398401
7551,44.44539936322553
7552,61.58359205026356
7553,42.75083535304403
7554,20.909116510673353
7555,35.85250833180415
7556,51.4912983959585
7557,46.68865504790432
7558,52.648650330423926
7559,38.06109047558054
7560,35.85250833180415
7561,39.718191807804914
7562,61.20374313068513
7563,92.12631204635228
7564,27.83288407801509
7565,73.27054107646305
7566,43.47167414216941
7567,68.50735961760533
7568,62.327445112058655
7569,9.91932487351128
7570,56.004384079690425
7571,43.47167414216941
7572,85.80325101398401
7573,0.0
7574,0.0
7575,54.34728274746606
7576,61.20374313068513
7577,9.91932487351128
7578,73.27054107646305
7579,6.344570928499635
7580,14.646532428931906
7581,211.30701023025773
7582,42.75083535304403
7583,51.4912983959585
7584,23.00654371310289
7585,85.80325101398401
7586,43.47167414216941
7587,23.00654371310289
7588,52.8054106473965
7589,84.14614968175965
7590,105.97001883940057
7591,25.307291146693025
7592,43.47167414216941
7593,23.424713831798947
7594,54.34728274746606
7595,58.727607698756
7596,27.185481870283933
7597,25.307291146693025
7598,43.47167414216941
7599,56.004384079690425
7600,63.24069338248794
7601,38.70849268331169
7602,43.47167414216941
7603,31.4048761963915
7604,72.54970228733765
7605,8.262223541286932
7606,52.648650330423926
7607,84.14614968175965
7608,211.30701023025773
7609,84.14614968175965
7610,68.50735961760533
7611,51.4912983959585
7612,0.0
7613,0.02150989613137222
7614,38.70849268331169
7615,68.50735961760533
7616,20.909116510673353
7617,0.0
7618,0.0
7619,75.36796827889262
7620,16.242385905879523
7621,43.47167414216941
7622,52.648650330423926
7623,50.707983444966956
7624,27.83288407801509
7625,73.27054107646305
7626,27.83288407801509
7627,51.4912983959585
7628,29.820376830424973
7629,20.909116510673353
7630,0.0
7631,29.820376830424973
7632,23.00654371310289
7633,23.00654371310289
7634,53.22358076609253
7635,12.549105226502313
7636,20.568729480291392
7637,81.29016533025212
7638,128.53257647089671
7639,53.22358076609253
7640,54.34728274746606
7641,29.930311280444666
7642,98.7337095366031
7643,54.34728274746606
7644,35.85250833180415
7645,62.327445112058655
7646,45.56910134459899
7647,0.0
7648,105.97001883940057
7649,84.14614968175965
7650,0.0
7651,72.54970228733765
7652,31.4048761963915
7653,81.29016533025212
7654,31.784725115969934
7655,52.8054106473965
7656,40.36559401553605
7657,54.88068209831693
7658,59.729178214738255
7659,31.784725115969934
7660,68.50735961760533
7661,211.30701023025773
7662,8.262223541286932
7663,23.00654371310289
7664,23.00654371310289
7665,58.727607698756
7666,12.549105226502313
7667,56.004384079690425
7668,27.185481870283933
7669,242.7629784967756
7670,27.83288407801509
7671,31.784725115969934
7672,42.75083535304403
7673,232.32769576168425
7674,33.441826448194305
7675,81.29016533025212
7676,51.4912983959585
7677,45.56910134459899
7678,19.385094095333564
7679,28.92874076446241
7680,58.727607698756
7681,43.47167414216941
7682,52.648650330423926
7683,31.784725115969934
7684,52.8054106473965
7685,23.00654371310289
7686,73.27054107646305
7687,0.0
7688,62.327445112058655
7689,45.56910134459899
7690,52.648650330423926
7691,54.34728274746606
7692,38.06109047558054
7693,31.784725115969934
7694,6.344570928499635
7695,67.81114062093597
7696,83.09491947244872
7697,50.707983444966956
7698,12.549105226502313
7699,75.36796827889262
7700,59.729178214738255
7701,61.58359205026356
7702,72.54970228733765
7703,92.12631204635228
7704,19.385094095333564
7705,0.0
7706,54.34728274746606
7707,5.4062391897794
7708,51.4912983959585
7709,43.47167414216941
7710,38.06109047558054
7711,86.33502784084786
7712,84.14614968175965
7713,59.729178214738255
7714,23.00654371310289
7715,23.00654371310289
7716,0.0
7717,211.30701023025773
7718,31.4048761963915
7719,33.441826448194305
7720,31.784725115969934
7721,56.004384079690425
7722,25.08181516402327
7723,23.00654371310289
7724,63.24069338248794
7725,0.0
7726,23.00654371310289
7727,52.8054106473965
7728,65.65137526609776
7729,39.718191807804914
7730,8.262223541286932
7731,54.34728274746606
7732,31.784725115969934
7733,230.23026855925465
7734,67.81114062093597
7735,101.9738179050022
7736,23.00654371310289
7737,81.29016533025212
7738,51.4912983959585
7739,38.70849268331169
7740,29.930311280444666
7741,63.24069338248794
7742,20.909116510673353
7743,33.441826448194305
7744,31.4048761963915
7745,20.909116510673353
7746,54.88068209831693
7747,59.729178214738255
7748,20.909116510673353
7749,39.718191807804914
7750,53.22358076609253
7751,45.56910134459899
7752,35.205106124073005
7753,38.70849268331169
7754,5.4062391897794
7755,0.0
7756,52.648650330423926
7757,54.34728274746606
7758,31.784725115969934
7759,67.81114062093597
7760,56.004384079690425
7761,31.784725115969934
7762,12.549105226502313
7763,44.44539936322553
7764,28.92874076446241
7765,85.80325101398401
7766,43.47167414216941
7767,54.34728274746606
7768,45.56910134459899
7769,81.29016533025212
7770,51.4912983959585
7771,33.441826448194305
7772,92.12631204635228
7773,50.707983444966956
7774,84.14614968175965
7775,75.36796827889262
7776,43.47167414216941
7777,39.718191807804914
7778,27.185481870283933
7779,39.76488748056252
7780,54.34728274746606
7781,57.63175101230874
7782,51.4912983959585
7783,51.4912983959585
7784,6.344570928499635
7785,52.648650330423926
7786,52.8054106473965
7787,82.44751726471759
7788,52.8054106473965
7789,84.14614968175965
7790,51.4912983959585
7791,85.80325101398401
7792,84.14614968175965
7793,67.81114062093597
7794,23.00654371310289
7795,84.14614968175965
7796,42.34797216079595
7797,5.4062391897794
7798,46.04125284017316
7799,8.262223541286932
7800,56.004384079690425
7801,16.242385905879523
7802,33.441826448194305
7803,43.47167414216941
7804,84.14614968175965
7805,28.92874076446241
7806,38.70849268331169
7807,45.99094372144306
7808,51.4912983959585
7809,9.91932487351128
7810,84.14614968175965
7811,45.56910134459899
7812,54.34728274746606
7813,73.27054107646305
7814,28.92874076446241
7815,81.29016533025212
7816,36.1434378627932
7817,52.8054106473965
7818,14.646532428931906
7819,45.56910134459899
7820,212.96411156248212
7821,212.96411156248212
7822,92.12631204635228
7823,20.909116510673353
7824,5.4062391897794
7825,534.017857142861
7826,52.8054106473965
7827,0.0
7828,61.58359205026356
7829,50.367596414584995
7830,23.00654371310289
7831,56.004384079690425
7832,45.56910134459899
7833,38.70849268331169
7834,59.729178214738255
7835,23.00654371310289
7836,62.327445112058655
7837,50.367596414584995
7838,20.909116510673353
7839,76.17115190510694
7840,52.648650330423926
7841,50.707983444966956
7842,16.242385905879523
7843,16.242385905879523
7844,0.0
7845,23.00654371310289
7846,84.14614968175965
7847,16.192076787149514
7848,27.83288407801509
7849,23.00654371310289
7850,56.004384079690425
7851,16.242385905879523
7852,28.92874076446241
7853,38.70849268331169
7854,92.12631204635228
7855,39.718191807804914
7856,81.29016533025212
7857,59.729178214738255
7858,84.14614968175965
7859,85.80325101398401
7860,17.28766689290396
7861,56.004384079690425
7862,39.76488748056252
7863,45.99094372144306
7864,23.00654371310289
7865,44.44539936322553
7866,67.81114062093597
7867,12.549105226502313
7868,54.34728274746606
7869,20.568729480291392
7870,45.56910134459899
7871,65.65137526609776
7872,31.4048761963915
7873,51.4912983959585
7874,59.729178214738255
7875,200.43140162496113
7876,50.367596414584995
7877,38.70849268331169
7878,29.930311280444666
7879,38.06109047558054
7880,0.0
7881,28.163275498200605
7882,5.4062391897794
7883,81.29016533025212
7884,58.727607698756
7885,73.27054107646305
7886,17.28766689290396
7887,39.718191807804914
7888,0.0
7889,51.4912983959585
7890,43.47167414216941
7891,57.63175101230874
7892,200.43140162496113
7893,23.00654371310289
7894,54.34728274746606
7895,31.4048761963915
7896,0.0
7897,27.83288407801509
7898,92.12631204635228
7899,84.14614968175965
7900,40.36559401553605
7901,52.8054106473965
7902,58.727607698756
7903,61.58359205026356
7904,20.909116510673353
7905,54.34728274746606
7906,42.34797216079595
7907,61.20374313068513
7908,0.0
7909,63.24069338248794
7910,28.92874076446241
7911,29.930311280444666
7912,85.80325101398401
7913,43.47167414216941
7914,23.00654371310289
7915,40.36559401553605
7916,12.549105226502313
7917,45.56910134459899
7918,0.0
7919,52.8054106473965
7920,51.4912983959585
7921,12.549105226502313
7922,52.8054106473965
7923,54.34728274746606
7924,29.930311280444666
7925,29.930311280444666
7926,59.729178214738255
7927,20.909116510673353
7928,43.47167414216941
7929,50.367596414584995
7930,17.28766689290396
7931,23.00654371310289
7932,16.192076787149514
7933,68.50735961760533
7934,75.36796827889262
7935,75.36796827889262
7936,54.34728274746606
7937,51.4912983959585
7938,55.88875869882304
7939,41.25238205504145
7940,42.75083535304403
7941,9.91932487351128
7942,81.29016533025212
7943,0.0
7944,19.385094095333564
7945,5.4062391897794
7946,71.05124898933502
7947,56.004384079690425
7948,50.367596414584995
7949,43.47167414216941
7950,52.8054106473965
7951,29.3083558449648
7952,54.34728274746606
7953,23.424713831798947
7954,208.45102587875024
7955,56.004384079690425
7956,29.820376830424973
7957,16.242385905879523
7958,81.29016533025212
7959,38.06109047558054
7960,33.441826448194305
7961,29.820376830424973
7962,46.68865504790432
7963,45.56910134459899
7964,67.81114062093597
7965,249.0860395291438
7966,84.14614968175965
7967,18.43274723966818
7968,50.707983444966956
7969,31.784725115969934
7970,45.56910134459899
7971,52.8054106473965
7972,51.4912983959585
7973,23.424713831798947
7974,202.52882882739067
7975,20.909116510673353
7976,38.70849268331169
7977,40.36559401553605
7978,31.784725115969934
7979,25.08181516402327
7980,45.56910134459899
7981,97.61000755522959
7982,51.4912983959585
7983,23.424713831798947
7984,62.327445112058655
7985,84.14614968175965
7986,43.47167414216941
7987,23.00654371310289
7988,92.12631204635228
7989,0.0
7990,33.441826448194305
7991,20.909116510673353
7992,54.34728274746606
7993,51.4912983959585
7994,23.00654371310289
7995,241.1058771645512
7996,8.262223541286932
7997,27.83288407801509
7998,44.44539936322553
7999,28.92874076446241
8000,12.549105226502313
8001,16.242385905879523
8002,59.729178214738255
8003,54.34728274746606
8004,81.29016533025212
8005,56.004384079690425
8006,25.08181516402327
8007,61.58359205026356
8008,52.8054106473965
8009,45.56910134459899
8010,28.92874076446241
8011,35.85250833180415
8012,9.91932487351128
8013,44.44539936322553
8014,69.56375441485615
8015,42.34797216079595
8016,84.14614968175965
8017,84.14614968175965
8018,14.646532428931906
8019,55.88875869882304
8020,81.29016533025212
8021,44.44539936322553
8022,0.0
8023,44.44539936322553
8024,27.185481870283933
8025,36.1434378627932
8026,76.17115190510694
8027,12.549105226502313
8028,84.14614968175965
8029,105.97001883940057
8030,50.367596414584995
8031,0.02150989613137222
8032,84.14614968175965
8033,31.4048761963915
8034,81.29016533025212
8035,52.8054106473965
8036,45.56910134459899
8037,20.909116510673353
8038,59.729178214738255
8039,25.307291146693025
8040,54.34728274746606
8041,84.14614968175965
8042,0.0
8043,6.344570928499635
8044,28.92874076446241
8045,0.0
8046,26.089891764529366
8047,0.0
8048,23.00654371310289
8049,72.54970228733765
8050,50.707983444966956
8051,33.441826448194305
8052,50.707983444966956
8053,65.65137526609776
8054,85.80325101398401
8055,92.12631204635228
8056,16.192076787149514
8057,51.4912983959585
8058,0.0
8059,28.163275498200605
8060,0.0
8061,16.192076787149514
8062,51.4912983959585
8063,8.262223541286932
8064,62.327445112058655
8065,16.192076787149514
8066,75.36796827889262
8067,41.25238205504145
8068,42.75083535304403
8069,57.63175101230874
8070,52.8054106473965
8071,53.22358076609253
8072,33.441826448194305
8073,28.92874076446241
8074,53.22358076609253
8075,6.344570928499635
8076,42.75083535304403
8077,85.80325101398401
8078,54.34728274746606
8079,46.04125284017316
8080,84.14614968175965
8081,43.47167414216941
8082,45.56910134459899
8083,211.30701023025773
8084,52.648650330423926
8085,53.22358076609253
8086,35.85250833180415
8087,50.707983444966956
8088,84.14614968175965
8089,20.909116510673353
8090,43.47167414216941
8091,29.820376830424973
8092,52.648650330423926
8093,6.344570928499635
8094,72.54970228733765
8095,28.92874076446241
8096,20.909116510673353
8097,25.08181516402327
8098,42.34797216079595
8099,27.185481870283933
8100,0.0
8101,85.80325101398401
8102,61.20374313068513
8103,31.784725115969934
8104,6.344570928499635
8105,9.91932487351128
8106,54.88068209831693
8107,219.28717259485026
8108,51.4912983959585
8109,54.34728274746606
8110,39.718191807804914
8111,25.08181516402327
8112,27.83288407801509
8113,38.70849268331169
8114,54.34728274746606
8115,232.32769576168425
8116,84.14614968175965
8117,45.56910134459899
8118,43.47167414216941
8119,8.262223541286932
8120,76.17115190510694
8121,52.8054106473965
8122,45.99094372144306
8123,54.34728274746606
8124,52.648650330423926
8125,52.648650330423926
8126,43.47167414216941
8127,27.83288407801509
8128,84.14614968175965
8129,14.646532428931906
8130,38.70849268331169
8131,200.43140162496113
8132,23.00654371310289
8133,50.707983444966956
8134,0.0
8135,51.4912983959585
8136,46.04125284017316
8137,52.8054106473965
8138,61.58359205026356
